full_nameyears,sentence,label,sentiment_label,sentiment_score
2021 Duterte,yung pastillas sa ano sa airport.,,,
2021 Duterte,personnel involved.,,,
2021 Duterte,fired all.,,,
2021 Duterte,talagang pinaalis ko sa gobyerno.,,,
2021 Duterte,nagbalot pa nga ako ng pera sa pastillas.,,,
2021 Duterte,"sabi ko kay — magbalot ka, lagyan mo ng pera kay ito ang ipakain ko sa kanila.",,,
2021 Duterte,tinawag ko immigration.,,,
2021 Duterte,mabutit na lang nandiyan si justice secretary guevarra prevented kung hindi siya dumating — never expected — bigyan ko isat isa yung papel ipakain ko talaga yung pera sa kanila.,,,
2021 Duterte,gusto mo ng pera hala kainin mo.,,,
2021 Duterte,"best way of then, fire them.",,,
2021 Duterte,"customs, plus .",,,
2021 Duterte,everyday — dismissed government personnel allow publication ayaw — may mga pamilya eh.,,,
2021 Duterte,"late, yung sabi nila na huwag na lang ano kasi nasasaktan yung mga pamilya.",,,
2021 Duterte,"ngayon, wala na.",,,
2021 Duterte,stopped it.,,,
2021 Duterte,— saying cannot reimpose idiots.,,,
2021 Duterte,still year go.,,,
2021 Duterte,— reach somehow.,,,
2021 Duterte,"corruption, its endemic government.",,,
2021 Duterte,cannot stop corruption.,,,
2021 Duterte,nobody stop corruption unless overturn government completely.,,,
2021 Duterte,"next president, think theres really need change everybody system, declare martial law fire everybody allow new generation come work government.",,,
2021 Duterte,"eh kung hindi mo ganunin, walang mangyari.",,,
2021 Duterte,nandiyan — its system eh.,,,
2021 Duterte,"kagaya ng drugs, sino ba namang maniwala na nine — nine generals sa pulis trafficking drugs — policemen, charges simply just, know, disappear there.",,,
2021 Duterte,"prosecution, investigation form part vital documents court, wala eh.",,,
2021 Duterte,nobody investigating also policemen.,,,
2021 Duterte,kaya yan kahirap ang ano.,,,
2021 Duterte,"kaya kung gusto mo itong mga to, talagang way call say, look another job.",,,
2021 Duterte,dont — dont ganoon kahirap.,,,
2021 Duterte,"now, let pursue talk foreign policy country.",,,
2021 Duterte,"international arena, vigorously pursued independent foreign policy centered promotion protection core national interests.",,,
2021 Duterte,yet sigurado kayo sa pinakpakan ninyo laying predicate going say.,,,
2021 Duterte,yet conti — give cue clap hands.,,,
2021 Duterte,i yet we biro lang yan ha.,,,
2021 Duterte,yet continue work nations seek partnerships work.,,,
2021 Duterte,"despite differences, still interdependent world interests objectives intersect.",,,
2021 Duterte,"now, partners – heretofore silent equivocal – expressed principled positions echo disputes contested areas, majesty law must prevail.",,,
2021 Duterte,welcome.,,,
