full_nameyears,sentence,label,sentiment_label,sentiment_score
2018 Duterte,"me, war option.",,,
2018 Duterte,catastrophe marawi.,,,
2018 Duterte,"seen horror, devastation, human toll displacement christians muslims alike.",,,
2018 Duterte,made pledge isis terrorists groups allies never gain foothold country.,,,
2018 Duterte,"yet, remained decimated mauteisis group marawi finally saw error ways expressed desire reintegrated society, welcomed open arms embarked genuine efforts embrace peaceful, productive life them.",,,
2018 Duterte,"owe fallen soldiers police officers marawi elsewhere put end bloodshed seek path true peace—a peace last beyond lifetime, whose dividends children reap.",,,
2018 Duterte,"international relations, shall continue assert pursue independent foreign policy.",,,
2018 Duterte,longterm national development national security goals come first.,,,
2018 Duterte,shall continue reach nations regardless prevailing political persuasions proximity distance shores long nations wish us well.,,,
2018 Duterte,"stronger bonds asean friends made possible trilateral border patrols indonesia malaysia, since put business sea pirates, piracy terrorists used infest shared seas.",,,
2018 Duterte,testament readiness country good neighbors make regional peace security shared responsibility.,,,
2018 Duterte,successfully hosted asean anniversary asean summit last november .,,,
2018 Duterte,shown world capable work together.,,,
2018 Duterte,asean events showcased worldrenowned filipino hospitality organizational capabilities also artistic talent.,,,
2018 Duterte,"would like commend organizing council led less executive secretary, salvador medialdea.",,,
2018 Duterte,reenergized relations china also led unprecedented level cooperation nations war transnational crimes.,,,
2018 Duterte,shared intelligence led discovery dismantling clandestine shabu laboratories arrest chinese chemists dragon organization called wu syndicate.,,,
2018 Duterte,"improved relationship china, however, mean waver commitment defend interests west philippine sea.",,,
2018 Duterte,engage china bilateral multilateral platforms aseanchina philippines china bilateral consultation mechanism.,,,
2018 Duterte,opening lines communication amicably managing differences led positive developments include renewed access filipino fishermen areas dispute philippines — west philippine sea.,,,
2018 Duterte,participation aseanchina dialogue also resulted draft framework code conduct south china sea intends resolve disputes peaceful means.,,,
2018 Duterte,admire filipino migrant workers selflessness courage enduring hardships living away home provide families.,,,
2018 Duterte,epitomize innate resilience nation.,,,
2018 Duterte,"shown willingness toil sacrifice dayin dayout, longterm good family loved ones.",,,
2018 Duterte,"also contributed greatly national economy, even help small big ways economies international partners.",,,
2018 Duterte,strongly condemn deaths abuses experienced filipino migrant workers hands foreign employers.,,,
2018 Duterte,"said say worker government, vow make sure wellbeing remains foremost foreign policy concern.",,,
2018 Duterte,reason continuing work host nations ensure welfare countrymen.,,,
2018 Duterte,"appeal host governments help us, true dependable partners, endeavor.",,,
2018 Duterte,"always believed matter wellintentioned leader is, matter well conceived may mission, lacks political needs done, end failure hopeless dreamer.",,,
2018 Duterte,"worker government, promised whatever would take give filipinos comfortable life, fighting powerful interests making sacrifices.",,,
2018 Duterte,"obligation promote uphold greatest good, greatest number.",,,
2018 Duterte,"campaign endo resulted regularization , workers early month.",,,
2018 Duterte,"may year, signed executive order , sought protect workers right security tenure.",,,
2018 Duterte,"read lips, understand satisfy sectors.",,,
2018 Duterte,share sentiment truly do.,,,
2018 Duterte,"much would like impossible, power vested upon constitution.",,,
2018 Duterte,neither make ends meet even violate laws achieve purpose.,,,
2018 Duterte,"simply, part territory.",,,
2018 Duterte,add mine voices asking congress pass legislation ending practice contractualization all.,,,
2018 Duterte,"farmers, especially coconut farmers, form significant part basic sectors society.",,,
2018 Duterte,toil hands put food table.,,,
2018 Duterte,hope finally see through.,,,
2018 Duterte,urge congress convene conference committee pass soonest possible time bill establishing coconut farmers trust fund.,,,
2018 Duterte,pray it.,,,
2018 Duterte,"administration remains firm resolve ensure countrys telecommunications services reliable, inexpensive secure.",,,
2018 Duterte,"draft terms reference entry new, major industry player hand.",,,
2018 Duterte,"terms fair, reasonable comprehensive.",,,
2018 Duterte,"inclusive open interested private parties, foreign local.",,,
2018 Duterte,condition chosen entity must provide best possible services reasonably accessible prices.,,,
2018 Duterte,"however, efforts usher new major player shall rendered futile improve odds success industry long dominated wellentrenched duopoly.",,,
2018 Duterte,"shall, therefore, lower interconnection rates industry players.",,,
2018 Duterte,"lessen cost consumers also lower costs incoming player access existing networks, market environment conducive competition.",,,
2018 Duterte,policy crucial ensure solution telecommunication problems meaningful lasting.,,,
2018 Duterte,"last years, experience taught lack consultation insufficiency information can, times, lead rash judgments.",,,
2018 Duterte,"unsure appropriate course action take given problem, its factual milieu desired end, never fail consult discuss options persons trust whose advice value.",,,
2018 Duterte,"decided establish malasakit centers cebu, tacloban iloilo, longtime aide, bong go team became instrumental arriving right decision proper consultations.",,,
2018 Duterte,"deliberations proper agencies also made decide push for, eventually approve, tertiary education act increase salary men uniform, soldiers policemen.",,,
2018 Duterte,"boracay island, widely regarded one countrys treasures admired worldwide natural beauty, sadly become representation governments negligence, including mine.",,,
2018 Duterte,could allow decay continue decisive action long overdue.,,,
2018 Duterte,"recognizing mere stewards natural resources, said enough enough.",,,
2018 Duterte,"intend restore environmental integrity, alongside measures alleviate whose livelihood momentarily affected.",,,
2018 Duterte,"environmental protection ensuring health people cannot overemphasized thus, actions boracay mark beginning new national effort.",,,
2018 Duterte,.,,,
2018 Duterte,tourist destinations needing urgent rehabilitation enforcement environmental laws shall soon follow.,,,
2018 Duterte,urge local government units proactively enforce laws wait us swoop areas duty work.,,,
2018 Duterte,"time, would discuss sa local government units.",,,
2018 Duterte,"happened boracay indication longoverdue need rationalize, holistic sustainable manner, utilization, management, development lands.",,,
2018 Duterte,"therefore urge senate urgently pass national land use act put place national land use policy address competing land requirements food, housing, businesses, environmental conservation.",,,
2018 Duterte,need now.,,,
2018 Duterte,"help safeguard present future generations, earnestly undertake initiatives reduce vulnerabilities natural hazards, bolster resilience impact natural disasters climate change.",,,
2018 Duterte,"stated last year, must learn experiences supertyphoon yolanda, mega disasters, global best practices.",,,
2018 Duterte,"need truly empowered department characterized unity command, sciencebased approach fulltime focus natural hazards disasters, wherewithal take charge disaster risk reduction preparedness response better recovery faster rehabilitation.",,,
2018 Duterte,"hence, we, cabinet, approved immediate endorsement congress passage law creating department disaster management, inter agency — like fema.",,,
2018 Duterte,"well, dont know its — its effective agency uniteds government.",,,
2018 Duterte,interagency crafted highpriority measure aimed genuinely strengthening countrys capacity natural disasters.,,,
2018 Duterte,fervently appeal congress pass bill utmost urgency.,,,
2018 Duterte,peoples safety requirements cannot wait.,,,
2018 Duterte,"rich beautiful country, indeed.",,,
2018 Duterte,"add great number people equipped technical expertise professionalism, country poised soar take place among worlds economic financial eagles.",,,
2018 Duterte,god willing.,,,
2018 Duterte,inshallah.,,,
2018 Duterte,nature endowed us wealth tapped benefit generations.,,,
2018 Duterte,"policy utilization resources nonnegotiable protection environment must top priority extracted resources must used benefit filipino people, select few.",,,
2018 Duterte,give taxes.,,,
2018 Duterte,get sources.,,,
2018 Duterte,give needs given countrymen.,,,
2018 Duterte,"mining industry, say maybe last time, destroy environment compromise resources repair mismanaged.",,,
2018 Duterte,try change management radically time restrictive policies.,,,
2018 Duterte,prohibition open pit mining one.,,,
2018 Duterte,destroying country.,,,
2018 Duterte,destroying environment.,,,
2018 Duterte,destroy world tomorrow children.,,,
2018 Duterte,"again, warn irresponsible miners, along patrons, stop destroying watersheds, recharge areas, forests, aquatic resources.",,,
2018 Duterte,longer fish rivers.,,,
2018 Duterte,its contaminated.,,,
2018 Duterte,"color even brown white, its black.",,,
2018 Duterte,want see invite you.,,,
2018 Duterte,go diwalwal mining areas.,,,
2018 Duterte,im sure puke happening country.,,,
2018 Duterte,"expect reforms, radical ones.",,,
2018 Duterte,"intend quarrel anybody, moneyed, long said contend me.",,,
2018 Duterte,"expect part ensuring nations sustainable development, starting now.",,,
2018 Duterte,"exhort concerned agencies local government units uphold concept inter generational responsibility utilization mineral wealth, protection preservation biodiversity, anchored right balanced healthy ecology.",,,
2018 Duterte,applaud congress timely passage train law.,,,
2018 Duterte,"made funds available build better roads bridges, improve health education, strengthen safety security.",,,
2018 Duterte,"incorrectly blamed efforts toward fairer tax system price increases past months, irresponsibly suggesting stop trains implementation.",,,
2018 Duterte,cannot not.,,,
2018 Duterte,need sustainable growth leaves filipino left behind.,,,
2018 Duterte,train already helping poor families senior citizens cope rising prices.,,,
2018 Duterte,"distributed unconditional cash transfers million people, help million year.",,,
2018 Duterte,"following onepeso discount per liter gas stations, also started releasing fuel vouchers public utility jeeps valid franchises.",,,
2018 Duterte,"further, fasttracked distribution nfa rice provide affordable rice all.",,,
2018 Duterte,"year, giving billion pesos worth subsidies poor vulnerable.",,,
2018 Duterte,"next year, amount increased billion pesos.",,,
2018 Duterte,amount subsidy help poor businesses take advantage situation make money.,,,
2018 Duterte,ask businesses cooperate us charging fair price.,,,
2018 Duterte,"help stabilize rice prices, also need address issue artificial rice shortage.",,,
2018 Duterte,"ask rice hoarders, cartels protectors, know know stop messing people.",,,
2018 Duterte,hate to power sometimes good thing.,,,
2018 Duterte,hope use you.,,,
2018 Duterte,consider warned mend ways full force state shall brought bear upon you.,,,
2018 Duterte,directing intelligence agencies unmask perpetrators economic sabotage law enforcement agencies bring justice.,,,
2018 Duterte,also working longterm solutions.,,,
2018 Duterte,top agenda lower price rice.,,,
2018 Duterte,need switch current quota system importing rice tariff system rice imported freely.,,,
2018 Duterte,"give us additional resources farmers, reduce price rice pesos per kilo, lower inflation significantly.",,,
2018 Duterte,"ask congress prioritize crucial reform, certified urgent today.",,,
2018 Duterte,"alam mo, ako humihingi talaga ng tulong.",,,
2018 Duterte,business really profit understand that.,,,
2018 Duterte,"philippines always playground for, know, scoundrels without really considering plight others.",,,
2018 Duterte,its conscience.,,,
2018 Duterte,"ran public office, promised whatever takes give filipinos comfortable life, even means fighting powerful interests.",,,
2018 Duterte,"committed comprehensive tax reform, ask congress continue job.",,,
2018 Duterte,"package lower corporate income taxes, especially small businesses.",,,
2018 Duterte,lower taxes mean money invest create jobs.,,,
2018 Duterte,"percent businesses micro, small, medium enterprises msme employ around percent workers.",,,
2018 Duterte,enactment package stands today millions jobs near future.,,,
2018 Duterte,"congressmen cua, gonzales, abu, garin batocabe, well suansing family, filed versions package last march .",,,
2018 Duterte,salamat po support push shepherd bill.,,,
2018 Duterte,"hope senate follow suit, maybe tomorrow, sir.",,,
2018 Duterte,matter urgent.,,,
2018 Duterte,part problem ignoring it.,,,
2018 Duterte,hope sign package year ends.,,,
2018 Duterte,"urge congress pass form satisfies goals serves interests many, wealthy few.",,,
2018 Duterte,"end july , packages tax reform would submitted congress.",,,
2018 Duterte,"apart train, rice tariffication, package , include mining, alcohol, tobacco tax increase, reform property valuation, reform capital income financial taxes, amnesty program.",,,
2018 Duterte,"urge congress take seriously pass succession, chance deliver promises without equitable tax system.",,,
2018 Duterte,one important thrusts administrations mediumterm development plan cover filipinos financial health risks.,,,
2018 Duterte,directed concerned agencies streamline various sources financial assistance people healthrelated needs.,,,
2018 Duterte,currently institutionalizing unified implementation no balance billing policy government private healthcare providers work system provide order charging medical expenses.,,,
2018 Duterte,"much needs done improve healthcare system, remains highly fragmented, resulting disparity health outcomes rich poor urban areas rural.",,,
2018 Duterte,"investments health increased years, several policy operational bottlenecks constrained universal health care country.",,,
2018 Duterte,shall pool resources health services institutionalize primary care prerequisite access higher level healthcare supplement human resource gaps lgus national health workforce support system.,,,
2018 Duterte,"ensure every filipino gets appropriate, affordable, quality health services appropriate facilities protected financial burden due sickness.",,,
2018 Duterte,"end, urge speedy passage universal health care bill authored former representative harry roque.",,,
2018 Duterte,"strong political determination, political ambition, guiding light.",,,
2018 Duterte,illusions occupying office one day longer constitution elected permits whatever constitution might be.,,,
2018 Duterte,four administrations tried amend constitution able introduce amendments reservations charter — revisions rather charter.,,,
2018 Duterte,none successfully done one reason another.,,,
2018 Duterte,"therefore consider distinct honor privilege received earlier consultative committee created, draft federal constitution truly embody ideals aspirations filipino people.",,,
2018 Duterte,"thank members committee, especially came retirement, valuable services crafting draft federal constitution.",,,
2018 Duterte,"would like extend particular gratitude former chief justice reynato puno former senate president aquilino pimentel, jr. confident filipino people stand behind us introduce new fundamental law strengthen democratic institutions, also create environment every filipino—regardless social status, religion, ideology—will equal opportunity grow create future proudly bequeath succeeding generations.",,,
2018 Duterte,"countrymen, bore litany administrations projects completed otherwise process.",,,
2018 Duterte,would selfserving.,,,
2018 Duterte,instead caused prepared written report — done months probably years come.,,,
2018 Duterte,reports shall made available within next days.,,,
2018 Duterte,informed satellite facilities set presidential communications operations office certain far flung barangays today residents communities watch state nation first time see tv.,,,
2018 Duterte,hope enjoyed experience.,,,
2018 Duterte,"ending, may quote — always quoted — previous talks.",,,
2018 Duterte,"one american salute, great abraham lincoln.",,,
2018 Duterte,"— ive government last completed my complete term, inshallah, god willing, would served government years.",,,
2018 Duterte,came across statement since fiscal .,,,
2018 Duterte,"said try read, much less answer, attacks made me, shop, presidency, might well closed business.",,,
2018 Duterte,best know how—the best mean keep end.,,,
2018 Duterte,"end brings right, — said wont amount anything.",,,
2018 Duterte,"end brings wrong, ten angels god swearing right would make difference.",,,
2018 Duterte,daghang salamat ka ninyong tanan.,,,
2018 Duterte,— end —,,,
2018 Duterte,state nation address rodrigo roa duterte president philippines congress philippines thank you.,,,
2018 Duterte,kindly sit down.,,,
2018 Duterte,"kumusta po kayo senate president vicente sotto iii honorable members senate house speaker alan peter cayetano honorable members house representatives vice president maria leonor robredo, magandang hapon po sa inyo — sa iyo, maam, kung nasaan ka former presidents fidel v. ramos, joseph ejercito, macapagal arroyo excellency caccia esteemed members diplomatic corps executive secretary salvador medialdea members cabinet chief justice lucas bersamin supreme court fellow workers government mga mahal kong kababayan.",,,
2018 Duterte,let begin extending hand gratitude kept faith trying times.,,,
2018 Duterte,numbers speak thousand words tell hundred tales.,,,
