full_nameyears,sentence,label,sentiment_label,sentiment_score
Aquino-2012,may remind everyone done without raising taxes.,,,
Aquino-2012,build road network based kickbacks favoritism.,,,
Aquino-2012,build according clear system.,,,
Aquino-2012,"resources projects longer allocated haphazardly, plans longer end unfulfilled—they become tangible roads benefit filipino people.",,,
Aquino-2012,"assumed office, , kilometers national roads yet fixed.",,,
Aquino-2012,"right now, , kilometers fixed leadership secretary babes singson.",,,
Aquino-2012,", additional , kilometers finished.",,,
Aquino-2012,even identifying fixing dangerous roads use modern technology.,,,
Aquino-2012,"challenges continue address every year, that, end term, every inch national road network fixed.",,,
Aquino-2012,fixed roads dpwh fixed system.,,,
Aquino-2012,"following right process bidding procurement, agency saved total .",,,
Aquino-2012,billion pesos june year.,,,
Aquino-2012,even contractors feeling positive effects reforms dpwh.,,,
Aquino-2012,"according dpwh, the top contractors fully booked.",,,
Aquino-2012,hopeful development infrastructure continues unimpeded facilitate growth industries.,,,
Aquino-2012,improvement infrastructure intertwined growth tourism industry.,,,
Aquino-2012,"consider , philippines recorded .",,,
Aquino-2012,million tourist arrivals.,,,
Aquino-2012,"assumed office , figure grown around .",,,
Aquino-2012,million.,,,
Aquino-2012,"take note despite length time office, previous administration managed add mere .",,,
Aquino-2012,million tourist arrivals—and contributed half year number.,,,
Aquino-2012,"administration, welcomed .",,,
Aquino-2012,million tourist arrivals june .,,,
Aquino-2012,"arrive peak season, end year, doubt meet quota .",,,
Aquino-2012,million tourist arrivals .,,,
Aquino-2012,means yearonyear increase .,,,
Aquino-2012,million tourists.,,,
Aquino-2012,"bottom line two years, would bigger growth tourist arrivals, compared increase charted previous administration nine years.",,,
Aquino-2012,singing praises merely stating truth.,,,
Aquino-2012,secretary mon jimenez still satisfied.,,,
Aquino-2012,says .,,,
Aquino-2012,"million tourists came malaysia , around million visited thailand, would farfetched ten million tourists visiting philippines annually filipino people continue embody solidarity allowed puerto princesa underground river become one new seven wonders nature, doubt able achieve this.",,,
Aquino-2012,already announced entire world its fun philippines.,,,
Aquino-2012,"secretary mon jimenez post less year, already reaping fruits reforms laid down.",,,
Aquino-2012,"so, comes tourism, confident saying, its really fun—to secretary mon jimenez us.",,,
Aquino-2012,"comes growth development, agriculture top priorities.",,,
Aquino-2012,secretary alcala working nonstop deliver us good news.,,,
Aquino-2012,"before, seemed though officials da cultivated nothing nfas debts.",,,
Aquino-2012,"nfa predecessors took peso debt left office, bequeathed us debt billion pesos.",,,
Aquino-2012,"long past, led believe short .",,,
Aquino-2012,"million metric tons rice, needed import million metric tons address shortage.",,,
Aquino-2012,"ordered rice unlimited—but exceeded far needed, imported rice went rot warehouses.",,,
Aquino-2012,"first year, reduced annual shortage .",,,
Aquino-2012,"million metric tons , metric tons.",,,
Aquino-2012,"year, ,—including buffer stock dip times calamity.",,,
Aquino-2012,"and, weather cooperates, well able export rice next year.",,,
Aquino-2012,secretary alcala said key success feasible irrigation program assiduous implementation certified seeds program.,,,
Aquino-2012,galling knowledge new—it simply wasnt applied.,,,
Aquino-2012,"done jobs right, could look coconut industry coconut water, treated waste product, utilized farmers.",,,
Aquino-2012,", liters exported , ,, liters , staggering ,, liters cocowater exported .",,,
Aquino-2012,"one previously paid heed coconut coir, experiencing shortage due high demand exporters.",,,
Aquino-2012,wasting opportunity buying machines process coco fibers.,,,
Aquino-2012,allocated .,,,
Aquino-2012,"billion pesos invest in, develop, sector.",,,
Aquino-2012,mother initiated comprehensive agrarian reform program.,,,
Aquino-2012,program sees conclusion term.,,,
Aquino-2012,"improving system, swiftly efficiently realize agrarian reform.",,,
Aquino-2012,government everything power ensure farmers claim land tilled nurtured sweat.,,,
Aquino-2012,"those, however, wish obstruct us.",,,
Aquino-2012,say obey law.,,,
Aquino-2012,"law says, nation says, say step down, land covered carp distributed.",,,
Aquino-2012,let shed light advances energy sector.,,,
Aquino-2012,"past, electrical wire needed reach barangay hall entire barangay deemed energized.",,,
Aquino-2012,pretext claim .,,,
Aquino-2012,percent countrys barangays electricity.,,,
Aquino-2012,"even delivery basic service deception challenged doe nea, allocating .",,,
Aquino-2012,"billion pesos light initial target , sitios, cost one million pesos per sitio.",,,
Aquino-2012,"agencies met challenge—they lit , sitios, total cost million pesos.",,,
Aquino-2012,"accomplished three months, instead two years took people preceded them.",,,
Aquino-2012,"secretary rene almendras, give credit never seem run energy.",,,
Aquino-2012,"public service, everready, like energizer bunny too—you keep going, going, going.",,,
Aquino-2012,"suffused nation light—and light, too, exposed crimes occur shadowed corners society.",,,
Aquino-2012,filipino works hard longer pilfered.,,,
