full_nameyears,sentence,label,sentiment_label,sentiment_score
Duterte-2018,reenergized relations china also led unprecedented level cooperation nations war transnational crimes.,,,
Duterte-2018,shared intelligence led discovery dismantling clandestine shabu laboratories arrest chinese chemists dragon organization called wu syndicate.,,,
Duterte-2018,"improved relationship china, however, mean waver commitment defend interests west philippine sea.",,,
Duterte-2018,engage china bilateral multilateral platforms aseanchina philippines china bilateral consultation mechanism.,,,
Duterte-2018,opening lines communication amicably managing differences led positive developments include renewed access filipino fishermen areas dispute philippines — west philippine sea.,,,
Duterte-2018,participation aseanchina dialogue also resulted draft framework code conduct south china sea intends resolve disputes peaceful means.,,,
Duterte-2018,admire filipino migrant workers selflessness courage enduring hardships living away home provide families.,,,
Duterte-2018,epitomize innate resilience nation.,,,
Duterte-2018,"shown willingness toil sacrifice dayin dayout, longterm good family loved ones.",,,
Duterte-2018,"also contributed greatly national economy, even help small big ways economies international partners.",,,
Duterte-2018,strongly condemn deaths abuses experienced filipino migrant workers hands foreign employers.,,,
Duterte-2018,"said say worker government, vow make sure wellbeing remains foremost foreign policy concern.",,,
Duterte-2018,reason continuing work host nations ensure welfare countrymen.,,,
Duterte-2018,"appeal host governments help us, true dependable partners, endeavor.",,,
Duterte-2018,"always believed matter wellintentioned leader is, matter well conceived may mission, lacks political needs done, end failure hopeless dreamer.",,,
Duterte-2018,"worker government, promised whatever would take give filipinos comfortable life, fighting powerful interests making sacrifices.",,,
Duterte-2018,"obligation promote uphold greatest good, greatest number.",,,
Duterte-2018,"campaign endo resulted regularization , workers early month.",,,
Duterte-2018,"may year, signed executive order , sought protect workers right security tenure.",,,
Duterte-2018,"read lips, understand satisfy sectors.",,,
Duterte-2018,share sentiment truly do.,,,
Duterte-2018,"much would like impossible, power vested upon constitution.",,,
Duterte-2018,neither make ends meet even violate laws achieve purpose.,,,
Duterte-2018,"simply, part territory.",,,
Duterte-2018,add mine voices asking congress pass legislation ending practice contractualization all.,,,
Duterte-2018,"farmers, especially coconut farmers, form significant part basic sectors society.",,,
Duterte-2018,toil hands put food table.,,,
Duterte-2018,hope finally see through.,,,
Duterte-2018,urge congress convene conference committee pass soonest possible time bill establishing coconut farmers trust fund.,,,
Duterte-2018,pray it.,,,
Duterte-2018,"administration remains firm resolve ensure countrys telecommunications services reliable, inexpensive secure.",,,
Duterte-2018,"draft terms reference entry new, major industry player hand.",,,
Duterte-2018,"terms fair, reasonable comprehensive.",,,
Duterte-2018,"inclusive open interested private parties, foreign local.",,,
Duterte-2018,condition chosen entity must provide best possible services reasonably accessible prices.,,,
Duterte-2018,"however, efforts usher new major player shall rendered futile improve odds success industry long dominated wellentrenched duopoly.",,,
Duterte-2018,"shall, therefore, lower interconnection rates industry players.",,,
Duterte-2018,"lessen cost consumers also lower costs incoming player access existing networks, market environment conducive competition.",,,
Duterte-2018,policy crucial ensure solution telecommunication problems meaningful lasting.,,,
Duterte-2018,"last years, experience taught lack consultation insufficiency information can, times, lead rash judgments.",,,
Duterte-2018,"unsure appropriate course action take given problem, its factual milieu desired end, never fail consult discuss options persons trust whose advice value.",,,
Duterte-2018,"decided establish malasakit centers cebu, tacloban iloilo, longtime aide, bong go team became instrumental arriving right decision proper consultations.",,,
Duterte-2018,"deliberations proper agencies also made decide push for, eventually approve, tertiary education act increase salary men uniform, soldiers policemen.",,,
Duterte-2018,"boracay island, widely regarded one countrys treasures admired worldwide natural beauty, sadly become representation governments negligence, including mine.",,,
Duterte-2018,could allow decay continue decisive action long overdue.,,,
Duterte-2018,"recognizing mere stewards natural resources, said enough enough.",,,
Duterte-2018,"intend restore environmental integrity, alongside measures alleviate whose livelihood momentarily affected.",,,
Duterte-2018,"environmental protection ensuring health people cannot overemphasized thus, actions boracay mark beginning new national effort.",,,
Duterte-2018,.,,,
Duterte-2018,tourist destinations needing urgent rehabilitation enforcement environmental laws shall soon follow.,,,
Duterte-2018,urge local government units proactively enforce laws wait us swoop areas duty work.,,,
Duterte-2018,"time, would discuss sa local government units.",,,
Duterte-2018,"happened boracay indication longoverdue need rationalize, holistic sustainable manner, utilization, management, development lands.",,,
Duterte-2018,"therefore urge senate urgently pass national land use act put place national land use policy address competing land requirements food, housing, businesses, environmental conservation.",,,
Duterte-2018,need now.,,,
Duterte-2018,"help safeguard present future generations, earnestly undertake initiatives reduce vulnerabilities natural hazards, bolster resilience impact natural disasters climate change.",,,
Duterte-2018,"stated last year, must learn experiences supertyphoon yolanda, mega disasters, global best practices.",,,
Duterte-2018,"need truly empowered department characterized unity command, sciencebased approach fulltime focus natural hazards disasters, wherewithal take charge disaster risk reduction preparedness response better recovery faster rehabilitation.",,,
Duterte-2018,"hence, we, cabinet, approved immediate endorsement congress passage law creating department disaster management, inter agency — like fema.",,,
Duterte-2018,"well, dont know its — its effective agency uniteds government.",,,
Duterte-2018,interagency crafted highpriority measure aimed genuinely strengthening countrys capacity natural disasters.,,,
Duterte-2018,fervently appeal congress pass bill utmost urgency.,,,
Duterte-2018,peoples safety requirements cannot wait.,,,
Duterte-2018,"rich beautiful country, indeed.",,,
Duterte-2018,"add great number people equipped technical expertise professionalism, country poised soar take place among worlds economic financial eagles.",,,
Duterte-2018,god willing.,,,
Duterte-2018,inshallah.,,,
Duterte-2018,nature endowed us wealth tapped benefit generations.,,,
Duterte-2018,"policy utilization resources nonnegotiable protection environment must top priority extracted resources must used benefit filipino people, select few.",,,
Duterte-2018,give taxes.,,,
Duterte-2018,get sources.,,,
Duterte-2018,give needs given countrymen.,,,
Duterte-2018,"mining industry, say maybe last time, destroy environment compromise resources repair mismanaged.",,,
Duterte-2018,try change management radically time restrictive policies.,,,
Duterte-2018,prohibition open pit mining one.,,,
Duterte-2018,destroying country.,,,
Duterte-2018,destroying environment.,,,
Duterte-2018,destroy world tomorrow children.,,,
Duterte-2018,"again, warn irresponsible miners, along patrons, stop destroying watersheds, recharge areas, forests, aquatic resources.",,,
Duterte-2018,longer fish rivers.,,,
Duterte-2018,its contaminated.,,,
Duterte-2018,"color even brown white, its black.",,,
Duterte-2018,want see invite you.,,,
Duterte-2018,go diwalwal mining areas.,,,
Duterte-2018,im sure puke happening country.,,,
Duterte-2018,"expect reforms, radical ones.",,,
Duterte-2018,"intend quarrel anybody, moneyed, long said contend me.",,,
Duterte-2018,"expect part ensuring nations sustainable development, starting now.",,,
Duterte-2018,"exhort concerned agencies local government units uphold concept inter generational responsibility utilization mineral wealth, protection preservation biodiversity, anchored right balanced healthy ecology.",,,
Duterte-2018,applaud congress timely passage train law.,,,
Duterte-2018,"made funds available build better roads bridges, improve health education, strengthen safety security.",,,
Duterte-2018,"incorrectly blamed efforts toward fairer tax system price increases past months, irresponsibly suggesting stop trains implementation.",,,
Duterte-2018,cannot not.,,,
Duterte-2018,need sustainable growth leaves filipino left behind.,,,
Duterte-2018,train already helping poor families senior citizens cope rising prices.,,,
Duterte-2018,"distributed unconditional cash transfers million people, help million year.",,,
Duterte-2018,"following onepeso discount per liter gas stations, also started releasing fuel vouchers public utility jeeps valid franchises.",,,
Duterte-2018,"further, fasttracked distribution nfa rice provide affordable rice all.",,,
Duterte-2018,"year, giving billion pesos worth subsidies poor vulnerable.",,,
Duterte-2018,"next year, amount increased billion pesos.",,,
Duterte-2018,amount subsidy help poor businesses take advantage situation make money.,,,
Duterte-2018,ask businesses cooperate us charging fair price.,,,
Duterte-2018,"help stabilize rice prices, also need address issue artificial rice shortage.",,,
Duterte-2018,"ask rice hoarders, cartels protectors, know know stop messing people.",,,
Duterte-2018,hate to power sometimes good thing.,,,
Duterte-2018,hope use you.,,,
Duterte-2018,consider warned mend ways full force state shall brought bear upon you.,,,
Duterte-2018,directing intelligence agencies unmask perpetrators economic sabotage law enforcement agencies bring justice.,,,
Duterte-2018,also working longterm solutions.,,,
Duterte-2018,top agenda lower price rice.,,,
Duterte-2018,need switch current quota system importing rice tariff system rice imported freely.,,,
Duterte-2018,"give us additional resources farmers, reduce price rice pesos per kilo, lower inflation significantly.",,,
Duterte-2018,"ask congress prioritize crucial reform, certified urgent today.",,,
Duterte-2018,"alam mo, ako humihingi talaga ng tulong.",,,
Duterte-2018,business really profit understand that.,,,
Duterte-2018,"philippines always playground for, know, scoundrels without really considering plight others.",,,
Duterte-2018,its conscience.,,,
Duterte-2018,"ran public office, promised whatever takes give filipinos comfortable life, even means fighting powerful interests.",,,
Duterte-2018,"committed comprehensive tax reform, ask congress continue job.",,,
Duterte-2018,"package lower corporate income taxes, especially small businesses.",,,
Duterte-2018,lower taxes mean money invest create jobs.,,,
Duterte-2018,"percent businesses micro, small, medium enterprises msme employ around percent workers.",,,
Duterte-2018,enactment package stands today millions jobs near future.,,,
Duterte-2018,"congressmen cua, gonzales, abu, garin batocabe, well suansing family, filed versions package last march .",,,
Duterte-2018,salamat po support push shepherd bill.,,,
Duterte-2018,"hope senate follow suit, maybe tomorrow, sir.",,,
Duterte-2018,matter urgent.,,,
Duterte-2018,part problem ignoring it.,,,
Duterte-2018,hope sign package year ends.,,,
Duterte-2018,"urge congress pass form satisfies goals serves interests many, wealthy few.",,,
Duterte-2018,"end july , packages tax reform would submitted congress.",,,
Duterte-2018,"apart train, rice tariffication, package , include mining, alcohol, tobacco tax increase, reform property valuation, reform capital income financial taxes, amnesty program.",,,
Duterte-2018,"urge congress take seriously pass succession, chance deliver promises without equitable tax system.",,,
Duterte-2018,one important thrusts administrations mediumterm development plan cover filipinos financial health risks.,,,
Duterte-2018,directed concerned agencies streamline various sources financial assistance people healthrelated needs.,,,
Duterte-2018,currently institutionalizing unified implementation no balance billing policy government private healthcare providers work system provide order charging medical expenses.,,,
Duterte-2018,"much needs done improve healthcare system, remains highly fragmented, resulting disparity health outcomes rich poor urban areas rural.",,,
Duterte-2018,"investments health increased years, several policy operational bottlenecks constrained universal health care country.",,,
Duterte-2018,shall pool resources health services institutionalize primary care prerequisite access higher level healthcare supplement human resource gaps lgus national health workforce support system.,,,
Duterte-2018,"ensure every filipino gets appropriate, affordable, quality health services appropriate facilities protected financial burden due sickness.",,,
Duterte-2018,"end, urge speedy passage universal health care bill authored former representative harry roque.",,,
Duterte-2018,"strong political determination, political ambition, guiding light.",,,
Duterte-2018,illusions occupying office one day longer constitution elected permits whatever constitution might be.,,,
Duterte-2018,four administrations tried amend constitution able introduce amendments reservations charter — revisions rather charter.,,,
Duterte-2018,none successfully done one reason another.,,,
Duterte-2018,"therefore consider distinct honor privilege received earlier consultative committee created, draft federal constitution truly embody ideals aspirations filipino people.",,,
Duterte-2018,"thank members committee, especially came retirement, valuable services crafting draft federal constitution.",,,
Duterte-2018,"would like extend particular gratitude former chief justice reynato puno former senate president aquilino pimentel, jr. confident filipino people stand behind us introduce new fundamental law strengthen democratic institutions, also create environment every filipino—regardless social status, religion, ideology—will equal opportunity grow create future proudly bequeath succeeding generations.",,,
Duterte-2018,"countrymen, bore litany administrations projects completed otherwise process.",,,
Duterte-2018,would selfserving.,,,
Duterte-2018,instead caused prepared written report — done months probably years come.,,,
Duterte-2018,reports shall made available within next days.,,,
Duterte-2018,informed satellite facilities set presidential communications operations office certain far flung barangays today residents communities watch state nation first time see tv.,,,
Duterte-2018,hope enjoyed experience.,,,
Duterte-2018,"ending, may quote — always quoted — previous talks.",,,
Duterte-2018,"one american salute, great abraham lincoln.",,,
Duterte-2018,"— ive government last completed my complete term, inshallah, god willing, would served government years.",,,
Duterte-2018,came across statement since fiscal .,,,
Duterte-2018,"said try read, much less answer, attacks made me, shop, presidency, might well closed business.",,,
Duterte-2018,best know how—the best mean keep end.,,,
Duterte-2018,"end brings right, — said wont amount anything.",,,
Duterte-2018,"end brings wrong, ten angels god swearing right would make difference.",,,
Duterte-2018,daghang salamat ka ninyong tanan.,,,
Duterte-2018,— end —,,,
