full_nameyears,sentence,label,sentiment_label,sentiment_score
Duterte-2016,pakita namin kung gusto ninyong madalian.,,,
Duterte-2016,alam naman talaga ninyo sagad na lahat.,,,
Duterte-2016,sagad na.,,,
Duterte-2016,nasa inyo iyan.,,,
Duterte-2016,"give it, fine.",,,
Duterte-2016,"dont give, well take longer route, slowly.",,,
Duterte-2016,"tanggapin ko iyong pagmumura ninyo, huwag lang sa malapit.",,,
Duterte-2016,"eh ganoon talaga eh its urgent immediate situation, solution.",,,
Duterte-2016,"gusto ninyo madali, okay.",,,
Duterte-2016,"pag ayaw naman ninyo, baka sabihin ninyo graft corruption naman, di okay rin.",,,
Duterte-2016,"assure — wala ito sa script assure you, clean government.",,,
Duterte-2016,"worry have, understand misgiving.",,,
Duterte-2016,wala na ito sa haba wala na ito sa script.,,,
Duterte-2016,"know, ako makagarantiya, clean.",,,
Duterte-2016,problem act agencies departments.,,,
Duterte-2016,"thats urge na maski konting mali lang, wala akong ano doon wala na akong politika, wala na.",,,
Duterte-2016,"im through, this.",,,
Duterte-2016,"pass information that, know, act secretary everything, cannot guarantee honesty competence times.",,,
Duterte-2016,"cabinet members, yes.",,,
Duterte-2016,"pero iyong sa baba — procurement, iyong mag bidding diyan far relate really malinis talaga ito.",,,
Duterte-2016,napagusapan namin sa likod federal system.,,,
Duterte-2016,"know, advice maintain federal system, parliament, sure president.",,,
Duterte-2016,"huwag, hindi na ako niyan, im disqualified time would longer here.",,,
Duterte-2016,"commit today, republic philippines people, hurry federal system government submit filipino people fourth, fifth year — kasi proseso yan eh.",,,
Duterte-2016,"call referendum call presidential election, go.",,,
Duterte-2016,sibat na ako.,,,
Duterte-2016,must president.,,,
Duterte-2016,copy france system.,,,
Duterte-2016,"huwag mong hayaan yang puro na parliament, delikado yan.",,,
Duterte-2016,"takes time even the—iyong kagaya ng england no, bomb double deck, took time really one apparatus commanderinchief down.",,,
Duterte-2016,"cannot president, elect.",,,
Duterte-2016,maybe tito sotto lucky guy time.,,,
Duterte-2016,"oh di, limitahan mo lang.",,,
Duterte-2016,"ceremonial powers, power dissolve, power offset resolution whatever.",,,
Duterte-2016,"mandating this, that ceremonial powers, except times need.",,,
Duterte-2016,"theres demand action, must president.",,,
Duterte-2016,wala na ako niyon.,,,
Duterte-2016,"said give document, urge conduct, order a call election following day, following week.",,,
Duterte-2016,"even theres still two years, three years, go.",,,
Duterte-2016,okay na ako.,,,
Duterte-2016,worry me.,,,
Duterte-2016,into thats much ambitious.,,,
Duterte-2016,eh nanalo pa eh.,,,
Duterte-2016,"hindi ko nga alam kung bakit ngayon, noon nandoon lang ako oh.",,,
Duterte-2016,totoo man.,,,
Duterte-2016,sino ba nagsuporta sa akin dito wala man.,,,
Duterte-2016,"single congressman, except two provinces, governor.",,,
Duterte-2016,iyon lang.,,,
Duterte-2016,"wala akong barangay captain, wala akong wala lahat.",,,
Duterte-2016,pero ngayon processing time issuing permits licenses shall reduced barest minimum.,,,
Duterte-2016,"city, always three days local government.",,,
Duterte-2016,bind office president last barangay.,,,
Duterte-2016,"three days, three days, local government.",,,
Duterte-2016,"business permit, clearances— hindi, teka lang.",,,
Duterte-2016,follow up.,,,
Duterte-2016,"bigyan mo ng stub, back next week, tignan mo iyong work load require every department, iyong dito sa itaas, must logbook.",,,
Duterte-2016,"huwag sa computer, okay, itong ganito nai erase yan.",,,
Duterte-2016,"ilagay mo day, time, accept document rodrigo duterte, go computer.",,,
Duterte-2016,must actuarial projection there.,,,
Duterte-2016,"look work load, napakabobo mo naman oh ilan ang work load ninyo, tapos pag bumalik ka dito august , oclock, ibigay mo, ibigay mo.",,,
Duterte-2016,"ngayon establishing for, dedicated corruption.",,,
Duterte-2016,"pag may marinig ako sa executive department, even whisper, even whisper, hiwalayhiwalay na tayo.",,,
